3.1.22.4,568,0.00116361490902
3.4.11.18,171,0.000350313643385
4.6.1.16,57,0.000116771214462
3.4.11.23,66,0.00013520877464
4.6.1.12,433,0.000887051506349
1.1.5.3,120,0.000245834135709
1.17.4.1,182,0.000372848439158
2.6.1.52,273,0.000559272658737
3.5.3.1,43,8.80905652956e-05
2.7.7.19,77,0.000157743570413
4.2.1.108,48,9.83336542835e-05
2.7.7.13,55,0.000112673978866
2.7.7.12,53,0.000108576743271
1.4.3.16,39,7.98960941053e-05
4.4.1.22,30,6.14585339272e-05
4.4.1.21,288,0.000590001925701
2.5.1.78,615,0.00125989994551
2.5.1.75,792,0.00162250529568
2.5.1.77,73,0.000149549099223
2.1.1.43,243,0.00049781412481
2.1.1.45,423,0.000866565328373
2.1.1.181,124,0.000254028606899
2.7.1.59,74,0.00015159771702
6.2.1.14,49,0.000100382272081
1.1.1.58,38,7.78474763077e-05
6.3.5.5,452,0.000925975244503
1.14.17.4,31,6.35071517247e-05
2.1.1.216,60,0.000122917067854
5.5.1.4,30,6.14585339272e-05
1.14.12.17,47,9.62850364859e-05
3.5.4.5,130,0.000266320313684
1.2.1.8,125,0.000256077224696
1.2.1.3,94,0.000192570072972
1.2.1.2,36,7.37502407126e-05
4.2.1.19,491,0.00100587133861
1.4.3.5,358,0.000733405171531
4.2.1.10,551,0.00112878840646
4.2.1.11,900,0.00184375601781
3.6.1.54,161,0.000329827465409
2.1.1.104,30,6.14585339272e-05
5.4.2.2,53,0.000108576743271
1.3.1.98,471,0.000964898982656
1.1.5.4,183,0.000374897056956
3.5.4.19,294,0.000602293632486
3.5.3.23,138,0.000282709256065
3.5.4.13,428,0.000876808417361
2.6.99.2,258,0.000528543391774
4.1.1.48,373,0.000764134438494
1.14.99.3,53,0.000108576743271
1.18.6.1,176,0.000360556732373
5.4.2.11,423,0.000866565328373
3.1.4.53,51,0.000104479507676
1.1.1.130,41,8.39933297005e-05
2.3.1.97,35,7.1701622915e-05
2.7.2.3,709,0.00145247001848
2.7.7.27,304,0.000622779810462
4.4.1.15,48,9.83336542835e-05
2.1.1.56,37,7.57988585102e-05
1.11.1.6,142,0.000290903727255
1.11.1.7,131,0.000268368931482
4.1.1.19,172,0.000352362261182
4.2.2.2,105,0.000215104868745
4.1.1.11,421,0.000862468092778
4.1.1.15,40,8.19447119029e-05
3.6.3.27,380,0.000778474763077
1.1.1.49,67,0.000137257392437
1.1.1.44,52,0.000106528125474
1.1.1.41,33,6.76043873199e-05
1.1.1.42,65,0.000133160156842
2.3.1.117,277,0.000567467129927
5.1.3.1,42,8.6041947498e-05
2.4.99.17,536,0.0010980591395
2.4.1.12,40,8.19447119029e-05
2.4.1.16,39,7.98960941053e-05
2.4.1.17,71,0.000145451863628
2.4.1.18,295,0.000604342250284
3.6.3.31,158,0.000323681612016
2.4.1.325,58,0.000118819832259
2.7.7.18,391,0.000801009558851
2.2.1.2,466,0.000954655893669
2.3.1.61,40,8.19447119029e-05
2.4.2.9,700,0.0014340324583
3.6.1.26,46,9.42364186883e-05
3.6.1.27,642,0.00131521262604
3.6.1.22,108,0.000221250722138
3.6.1.23,494,0.001012017192
2.4.2.1,225,0.000460939004454
2.4.2.7,644,0.00131930986164
2.7.11.1,2229,0.00456636907079
1.6.99.1,38,7.78474763077e-05
1.3.1.89,33,6.76043873199e-05
3.5.1.96,115,0.000235591046721
3.5.4.27,32,6.55557695223e-05
3.5.1.98,83,0.000170035277198
